/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_283.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_283.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_283.jpg,0,0,0,6.390099E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_366.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_366.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_366.jpg,0,0,0,3.533017E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_449.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_449.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_449.jpg,0,0,0,1.653886E-05
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_532.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_532.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_532.jpg,0,0,0,1.205813E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_616.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_616.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_616.jpg,0,0,0,9.115127E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_698.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_698.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_698.jpg,0,0,0,2.108118E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_784.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_784.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_784.jpg,0,0,0,1.736127E-05
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_866.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_866.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_866.jpg,0,0,0,7.154902E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_48_948.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_48_948.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_48_948.jpg,0,0,0,9.417173E-06
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_49_054.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_49_054.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_49_054.jpg,0,0.2579463,0,0.1617305
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_49_137.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_49_137.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_49_137.jpg,0,0.511023,0,0.524588
/home/sahiljit/Music/IMG/center_2020_10_11_12_47_49_221.jpg,/home/sahiljit/Music/IMG/left_2020_10_11_12_47_49_221.jpg,/home/sahiljit/Music/IMG/right_2020_10_11_12_47_49_221.jpg,-0.15,0.7766161,0,1.33128
